5790
106	181	575	939	1052	1166	1585	1619	1725	2184	2426	2600	2671	2699	3000	3215	4286	4477	4536	5067	
88	304	464	733	1332	1513	2039	2105	2224	2365	3441	3539	3561	3694	3758	4043	4153	4228	4743	4842	
392	479	955	1530	2374	2628	2671	2883	2964	2972	3011	3228	3443	3463	3550	3700	3753	4281	4720	5140	
62	279	447	566	730	901	955	1315	1470	4041	4147	4172	4247	4639	4871	4944	5125	5194	5336	5409	
369	837	1365	2015	2039	2049	2303	2398	2571	2668	3137	3639	3702	3812	3871	3930	4354	4764	5285	5340	
0	115	660	1038	1214	1948	2164	2235	2300	2448	2864	2948	3183	3276	3962	4569	4646	4682	4765	5194	
172	265	349	414	1187	1297	1832	1962	2119	2148	2447	2502	2760	2870	2975	3443	3524	3929	4402	4879	
0	304	520	1141	1323	2146	2363	2447	2531	2691	2999	3352	3491	3590	3889	3972	4117	4292	4786	5050	
261	452	1028	1981	2057	2171	2285	2355	2611	2710	3218	3546	3648	3658	3951	4000	4066	4168	5361	5375	
67	225	316	393	496	794	1002	1593	1959	2295	2385	3460	3766	3917	4923	4975	5170	5238	5241	5252	
33	140	806	897	1423	1504	1535	1651	2236	2496	2898	3119	3179	3238	4961	4986	5063	5150	5382	5465	
130	212	721	772	1050	1319	1748	2034	2460	2508	2585	2728	3151	3176	3441	3772	4349	4523	4531	4869	
21	128	421	848	898	1118	1413	2357	2407	2493	2884	3021	3119	3221	3753	4041	4419	4661	4761	5331	
325	824	1679	1794	1836	2115	2401	2465	2517	2600	2922	3241	3910	4201	4744	4784	4900	4974	5182	5407	
142	199	890	978	1027	1594	1889	1936	2399	2458	2542	2877	3553	3772	3894	4629	4778	4785	4937	5005	
78	206	382	1093	1421	1601	1645	1709	1753	1796	1912	1993	2256	2301	2400	2531	3020	3094	3462	3893	
84	178	1002	1076	1230	1302	2058	2213	2690	2751	2871	2964	3054	3249	4013	4193	4481	4842	4869	5047	
41	97	130	249	356	662	1260	2045	2348	2546	2575	2631	2671	3541	3651	3736	3824	3952	4101	4547	
400	682	711	823	1158	1906	2029	3169	3384	3611	3667	3886	3958	3960	4056	4162	4985	5037	5067	5217	
159	184	349	363	527	818	2229	2403	2512	2591	2668	2850	3159	3228	3336	3632	3650	3745	3820	4225	
640	777	1367	1597	1642	1652	1762	1945	2148	2978	3146	3264	3352	3883	4044	4280	4527	4638	4662	4784	
206	249	284	973	1026	1142	1510	2072	2732	2739	4151	4262	4297	4396	4879	5007	5130	5217	5246	5309	
0	771	818	1037	1089	1234	1378	1391	1624	1923	1978	2156	2289	2418	3723	4255	4345	4383	4553	5072	
598	687	896	936	1359	1592	1707	2214	2309	2493	2819	2972	3000	3980	4294	4500	4574	4935	5011	5087	
221	537	698	840	1174	1263	1297	1402	1634	1700	2063	2164	2217	2615	3397	3491	4247	4350	4363	4442	
724	948	1260	1287	1386	2212	2956	3148	3300	3398	3546	3841	3978	4021	4366	4508	4877	5125	5499	5542	
1166	1292	1506	1661	1915	2170	2204	2298	2505	2567	2756	3028	3078	3175	3337	3473	4026	4529	4623	4969	
36	195	285	571	685	902	970	1533	1640	1929	2087	2400	2428	2555	2634	2889	3685	4374	4418	4909	
18	318	617	871	1138	1475	2144	2242	2330	2493	2608	2688	2749	2789	2949	3285	3665	3712	3823	4523	
356	696	1055	1221	1284	1460	1568	1709	1777	1859	1984	2147	2312	2792	3001	3804	3926	4190	4594	4703	
214	493	718	969	1490	1553	1671	1689	1979	2074	2119	2760	2794	3197	3263	3427	3510	4714	4790	4833	
32	334	468	1388	1550	1611	1707	2022	2067	2271	2554	2564	2730	2778	2854	4052	4165	4357	4475	4870	
189	895	1012	1700	1887	1939	2131	2183	2244	2398	4183	4342	4708	4759	4957	5159	5177	5288	5364	5407	
178	370	554	743	1259	1381	1864	1957	2026	3591	3780	3869	3962	4086	4199	4286	4598	4754	4855	4919	
