1695
167	186	553	886	941	965	1044	1243	1276	1366	
0	73	147	340	428	495	590	613	776	837	
344	835	964	1045	1094	1151	1192	1469	1524	1549	
0	96	313	589	1043	1151	1313	1413	1630	1657	
0	453	711	805	899	988	1116	1155	1413	1469	
9	148	207	265	350	407	506	626	828	920	
507	621	778	899	965	1045	1192	1226	1338	1390	
1	283	444	529	596	660	808	897	980	1129	
0	84	247	337	356	389	471	596	695	779	
82	96	735	852	913	1039	1199	1436	1509	1571	
378	521	530	918	964	976	986	1055	1133	1259	
212	401	453	530	604	613	712	808	973	998	
0	80	363	941	990	1132	1429	1459	1579	1609	
186	216	830	990	1094	1220	1241	1363	1484	1591	
377	684	709	778	805	860	920	994	1074	1197	
63	148	201	303	495	529	596	685	779	799	
301	407	438	716	790	908	999	1064	1570	1662	
314	389	438	709	711	761	890	1061	1195	1481	
42	102	165	278	1062	1162	1290	1390	1503	1609	
211	284	779	856	1092	1184	1307	1571	1647	1662	
