1418
96	177	255	336	401	481	594	687	757	847	937	1148	1197	1233	1325	
3	202	255	277	306	358	429	445	538	592	737	815	900	962	1007	
0	75	131	231	274	324	365	451	532	592	649	719	743	841	977	
0	150	289	324	454	479	592	593	643	743	773	868	961	1012	1124	
0	96	135	210	334	373	525	594	672	767	831	835	846	896	1046	
0	255	283	326	373	687	795	828	841	848	897	920	962	983	1082	
0	3	83	150	243	334	429	780	844	1025	1030	1154	1218	1234	1252	
0	23	53	75	384	600	663	752	933	960	1082	1197	1239	1318	1372	
243	306	365	538	626	677	744	853	896	938	1045	1084	1151	1223	1258	
150	177	324	404	462	517	584	655	715	927	1060	1223	1253	1344	1355	
0	67	161	287	289	372	391	560	597	655	757	795	937	1035	1084	
324	384	479	592	674	732	815	926	961	1032	1039	1042	1138	1146	1158	
58	150	283	326	404	517	597	775	900	950	991	1087	1091	1175	1269	
0	67	243	287	355	452	462	507	844	926	977	1032	1131	1239	1323	
0	23	86	150	167	209	334	451	595	691	767	950	1045	1138	1269	
