1032
0	66	426	513	777	824	916	923	989	1000	
27	135	319	326	340	471	621	773	914	1009	
0	77	101	135	150	238	431	506	546	608	
0	27	101	364	605	669	764	773	871	923	
65	189	204	256	368	590	757	867	916	1006	
0	71	326	370	475	566	657	789	867	903	
79	238	365	431	652	877	907	963	1009	1026	
0	72	80	216	303	484	512	622	698	725	
66	163	291	319	370	456	566	697	863	938	
40	155	204	287	422	546	562	608	632	907	
0	153	287	374	440	512	566	634	669	764	
80	199	374	471	492	657	738	757	816	876	
0	174	287	365	562	694	816	871	890	963	
126	163	216	513	551	632	661	844	877	988	
201	291	317	423	506	698	798	876	931	938	
