3988
28	1888	1999	2143	2301	2753	2815	3185	3197	3562	
383	956	1058	1179	2203	2293	2314	2891	2984	3100	
149	898	1271	2103	2143	2320	2567	3486	3594	3662	
778	1271	1452	1715	1865	1949	2094	2485	2945	3150	
859	975	1123	1318	1454	1635	1750	1847	1973	2076	
33	1128	1146	2156	2358	2684	3671	3849	3875	3964	
0	330	488	769	890	977	1077	1148	1183	1293	
210	323	554	856	1491	1504	1633	1750	1864	1896	
159	881	1246	1794	1900	2071	2139	2230	2480	3782	
62	468	488	745	1352	1446	1496	1708	1790	1867	
505	1688	2034	2035	2061	2445	2735	2878	3489	3768	
331	1124	1245	1556	1668	1780	1890	3179	3198	3662	
942	1092	1382	2475	2478	2511	2638	3198	3248	3755	
38	120	399	553	989	1037	1122	1273	1331	1471	
414	665	761	820	1053	1100	1212	1258	1293	1434	
398	468	816	1164	2351	3297	3327	3420	3777	3876	
1430	1595	2035	2202	2293	2575	2776	2825	3391	3432	
99	271	469	1484	2055	2266	2391	2725	2819	3061	
78	1315	1512	1760	1795	2060	2127	2151	2286	2933	
124	992	1559	1664	2213	2228	2287	2432	2599	3004	
373	793	2174	2293	2722	2907	3125	3241	3327	3489	
181	296	579	738	1574	1603	1752	2345	2734	3552	
1603	1712	1949	2127	2259	2399	2693	3028	3247	3370	
577	708	1037	1235	1319	1422	1522	1687	2071	2141	
865	1133	1295	1529	1626	1808	1942	2048	2272	2304	
1353	1835	1865	2770	2782	2889	3449	3696	3755	3792	
0	168	394	870	1196	1271	1381	1647	2607	3458	
645	1143	1399	1715	2646	2691	2831	3047	3331	3430	
365	1427	1948	2148	2446	2811	2878	2938	3140	3285	
0	237	1004	1218	1376	1399	1531	1591	1702	1797	
0	174	1459	1529	1774	1878	2299	2391	2752	2846	
1687	1737	2132	2235	2367	2473	2586	3491	3568	3590	
383	958	1498	1870	1936	2180	2837	3051	3138	3329	
63	252	1807	1873	1936	2140	3568	3580	3599	3683	
462	553	646	805	1453	1591	1655	1750	1913	2210	
0	461	1083	2180	2265	2512	2781	2912	3321	3506	
82	152	336	758	1056	1196	1319	1381	1471	1580	
693	813	1686	2478	2574	2999	3061	3197	3812	3846	
153	909	1306	2234	2275	2424	2568	3306	3396	3915	
293	410	488	572	622	708	767	864	892	977	
520	806	1935	1976	2382	2507	3575	3705	3792	3901	
393	2574	2646	2676	2697	2792	3074	3430	3683	3824	
154	309	608	802	1087	1089	1122	1212	1344	1434	
244	1130	1199	1279	1623	1841	1978	1993	3087	3354	
1018	1613	2649	2722	2747	3028	3411	3499	3875	3901	
792	1122	1368	1476	2035	2206	2312	2520	3068	3736	
1411	1511	1649	1773	1858	1996	2141	2373	2595	2943	
1606	2036	2103	2224	2435	2446	2992	3084	3409	3521	
1089	1386	1608	1789	1866	1891	2301	2462	2665	3199	
86	215	1451	1602	1975	2127	2404	2869	3138	3525	
