1371
0	190	218	292	350	501	576	793	836	849	960	995	1054	1092	1159	
0	154	207	317	487	493	668	825	832	922	943	966	1060	1146	1208	
0	73	207	230	455	543	630	804	874	928	1030	1123	1200	1261	1289	
0	12	78	111	128	235	333	442	454	501	525	602	630	740	898	
0	172	184	292	307	402	445	477	499	541	635	658	744	869	930	
12	84	172	276	353	435	573	636	650	717	874	959	994	1062	1101	
65	111	193	228	281	353	402	538	611	832	892	1009	1060	1119	1275	
0	54	78	135	179	265	380	471	541	589	682	799	869	897	920	
54	66	135	161	200	307	389	493	540	604	619	667	740	799	836	
113	215	227	423	473	521	635	742	822	877	1038	1082	1129	1144	1205	
0	200	222	307	353	426	508	545	740	922	989	1061	1147	1179	1219	
0	92	128	150	159	230	325	445	543	695	959	1054	1064	1123	1129	
64	113	206	373	455	576	731	804	893	1003	1057	1064	1136	1208	1260	
92	190	224	397	423	451	522	649	717	787	849	927	985	1030	1179	
84	218	283	404	473	499	522	543	604	647	731	787	836	929	1013	
