1320
0	26	166	238	336	385	587	617	709	732	850	998	1102	1140	1180	
0	42	111	190	236	292	398	478	619	710	817	874	1003	1012	1076	
0	343	442	476	536	647	709	751	874	944	987	1078	1169	1180	1248	
42	105	255	304	428	455	485	579	588	721	781	850	919	1003	1084	
0	91	211	347	364	436	535	549	647	697	734	822	945	1035	1126	
0	35	304	364	426	504	626	661	686	887	939	1012	1148	1213	1260	
105	124	181	205	297	347	456	505	557	615	682	735	823	919	939	
0	238	310	366	489	574	592	621	762	822	840	855	1035	1140	1255	
0	6	92	132	236	343	366	524	619	733	805	885	947	1003	1054	
26	115	143	206	442	489	500	553	661	709	733	741	943	998	1043	
0	22	111	238	309	378	505	536	576	630	682	702	707	716	915	
0	182	238	275	297	322	426	434	617	734	751	944	1013	1084	1169	
0	124	182	228	292	380	434	557	587	654	781	855	932	1031	1087	
22	104	166	255	283	384	455	553	617	709	805	857	939	1014	1037	
96	104	150	206	310	336	417	436	524	621	628	939	1041	1126	1213	
