1834
58	219	274	345	443	455	489	505	526	587	639	715	814	845	887	
37	175	258	335	399	443	527	579	634	711	760	810	910	1109	1171	
121	204	281	613	670	866	964	1060	1077	1118	1181	1250	1299	1323	1410	
27	104	204	232	258	353	399	434	537	570	665	722	1002	1063	1102	
0	946	974	1024	1276	1330	1398	1407	1481	1533	1560	1651	1692	1736	1795	
0	20	868	994	1250	1264	1318	1393	1421	1475	1508	1597	1623	1660	1693	
0	79	175	200	269	314	345	423	443	470	557	631	715	791	885	
0	58	148	274	651	674	797	923	964	1050	1149	1252	1276	1321	1393	
0	34	80	147	209	228	368	385	434	496	522	572	670	712	764	
0	104	793	904	959	1057	1151	1165	1246	1318	1368	1429	1508	1606	1651	
0	65	269	497	695	791	877	916	1053	1077	1118	1181	1260	1299	1421	
0	91	161	281	353	423	467	496	513	610	639	654	1050	1151	1360	
0	65	148	332	352	437	527	730	793	877	966	1053	1074	1149	1195	
37	122	184	199	308	415	508	585	655	722	752	802	825	845	866	
0	87	224	285	342	399	513	587	665	815	885	926	994	1048	1102	
