1952
690	802	953	1022	1093	1551	1649	1752	1850	1895	
0	240	854	1010	1183	1390	1584	1662	1794	1909	
0	69	140	269	556	640	686	886	1051	1194	
184	315	367	1291	1329	1556	1605	1712	1742	1829	
542	612	692	894	942	968	1010	1319	1587	1718	
203	594	658	909	1064	1160	1217	1435	1496	1634	
106	223	351	479	522	642	815	1461	1478	1838	
0	214	503	523	1207	1262	1364	1407	1719	1735	
0	219	269	288	553	667	1134	1251	1368	1693	
0	81	216	241	288	381	812	883	979	1145	
0	84	337	343	660	942	1083	1187	1244	1325	
142	305	337	423	479	663	724	1649	1850	1909	
81	171	235	410	1256	1416	1428	1518	1596	1696	
170	305	407	478	568	648	679	716	806	1262	
137	627	798	1200	1217	1325	1406	1573	1602	1662	
0	120	331	900	942	1053	1187	1378	1500	1637	
93	360	643	692	1101	1241	1602	1693	1752	1807	
382	445	523	659	716	1027	1263	1496	1518	1759	
0	152	280	393	461	648	755	815	1229	1345	
157	202	415	503	535	612	705	729	802	882	
298	391	602	740	755	946	1045	1053	1522	1541	
104	170	220	756	926	1010	1300	1442	1450	1487	
43	137	503	601	698	883	1003	1091	1219	1273	
9	78	208	355	410	459	1300	1466	1640	1730	
0	64	79	1015	1114	1336	1376	1454	1784	1812	
58	149	670	690	767	1454	1604	1742	1774	1865	
13	184	343	391	613	757	956	1026	1091	1160	
0	100	120	478	556	1351	1450	1596	1673	1774	
492	550	595	679	724	898	967	1098	1689	1829	
32	124	219	942	1103	1276	1301	1350	1419	1636	
