731
0	25	85	102	129	176	201	293	327	419	453	479	537	648	677	
0	67	96	116	139	163	204	232	471	513	528	539	576	616	642	
30	65	87	113	145	191	318	347	391	422	533	604	633	670	692	
0	65	120	181	206	271	301	450	471	527	551	632	661	674	710	
0	59	92	144	195	281	335	368	421	493	569	593	617	662	692	
0	48	115	163	234	268	379	419	455	486	515	530	605	649	685	
0	37	123	148	306	322	349	408	445	497	564	587	621	668	685	
0	27	94	123	143	164	242	256	318	388	436	472	514	551	573	
27	67	124	164	208	301	322	391	418	445	465	551	573	601	650	
39	81	97	176	211	234	270	307	359	389	420	478	512	558	596	
0	45	116	196	268	301	332	349	394	421	446	500	543	593	632	
0	23	168	196	240	314	348	368	415	481	585	603	621	632	711	
0	136	168	228	242	270	333	371	419	441	457	479	559	584	667	
24	52	136	183	206	248	303	330	371	391	420	444	477	497	530	
20	41	82	145	183	194	210	332	357	414	447	497	603	629	652	
41	75	145	181	198	346	389	421	455	478	540	569	633	652	703	
0	82	97	266	319	391	477	512	551	587	615	648	667	683	710	
74	96	110	125	196	227	245	262	301	363	438	470	576	605	685	
27	45	75	194	231	262	282	298	315	327	340	391	447	477	515	
54	85	239	266	299	332	363	385	421	470	495	530	568	661	683	
