3915
852	1029	1218	1435	2174	2255	2658	3472	3729	3780	
173	390	1015	1184	1547	1681	1767	1974	2106	2163	
929	1072	1243	1539	2279	2773	2837	3388	3842	3901	
1383	1528	1857	2066	2192	2347	2452	2651	2783	3261	
657	1911	2073	2132	2340	2409	2510	2745	3686	3795	
579	1757	2309	2449	2467	2647	3024	3162	3463	3544	
264	490	639	1140	1804	2079	2290	2360	2826	2954	
0	199	291	1029	1428	1532	1636	1681	1842	1867	
1659	1795	1902	1948	2251	2557	2733	2947	3142	3780	
42	745	1950	2107	2195	2439	2627	2861	3064	3273	
954	1136	1762	2139	2279	2357	2732	3144	3281	3644	
1721	1792	1877	1933	2134	2256	2274	2297	2665	3232	
265	1747	2010	2114	2145	2233	2381	2589	2803	3238	
75	971	2015	2064	2508	2865	3378	3498	3634	3649	
163	305	411	620	1670	1804	1874	1964	2052	3415	
34	631	1460	2012	2305	2346	2794	2934	3007	3126	
127	339	647	837	1091	1136	1239	1279	1460	1492	
94	516	728	1725	2064	2135	2183	2318	3181	3759	
290	610	1416	1632	2206	2297	3405	3597	3615	3688	
1559	1766	1942	2277	2536	3295	3400	3472	3525	3534	
612	718	785	873	1004	1072	1170	1300	1453	1594	
1301	1362	1894	2002	2309	2424	3285	3430	3526	3702	
250	464	860	1123	1236	1364	1393	1492	1592	1767	
30	135	620	692	1219	1297	1365	1453	1502	1594	
772	959	1069	1186	1854	1894	2077	2198	2427	3570	
1425	1547	1633	1782	2145	2274	2453	2593	2826	2888	
139	476	535	921	973	1015	1070	1177	1247	1392	
395	832	1304	1668	2677	2883	3053	3100	3901	3907	
1080	1315	1443	1512	1616	1767	2394	2882	3035	3624	
1380	2250	2349	2472	2539	2719	2886	3111	3186	3676	
54	280	483	2174	2341	2483	2574	2914	2950	3061	
368	807	2229	2340	2403	2508	2873	2969	3148	3381	
130	323	373	1027	1338	1362	1411	1573	1660	2328	
173	1164	1233	1473	1581	1668	2313	2445	3075	3192	
130	316	542	982	1935	2015	2150	2163	2233	2544	
1935	2026	2391	2415	2467	2545	2630	2674	2742	3339	
677	1786	2344	2415	2472	2977	3043	3545	3615	3624	
0	1706	2657	2677	2741	2833	3094	3243	3435	3794	
1164	1277	1306	1410	1617	1695	1784	1899	1974	2163	
223	847	1512	1828	2350	2417	2559	3202	3504	3608	
66	895	1219	1339	1442	1539	1636	1859	2007	2077	
0	323	526	945	1813	1966	2049	2136	3242	3612	
176	693	778	866	1143	1233	1361	1393	1411	1772	
1991	2109	2352	2452	2600	2920	3060	3161	3483	3834	
703	986	1184	1341	1930	1972	2068	2160	3024	3332	
470	2069	2196	2313	2411	3110	3477	3534	3674	3688	
199	523	1515	1671	2377	2754	2947	3117	3336	3519	
0	813	1297	1304	1364	1686	1772	1867	1982	2049	
0	430	605	704	945	954	1050	1129	1279	1355	
847	1807	2179	2215	2332	2405	2529	2613	3366	3652	
