1057
0	239	353	447	523	683	772	860	919	1034	
0	21	108	200	284	398	519	618	706	781	
0	75	155	246	328	661	708	718	810	918	
0	165	182	189	261	360	494	548	583	674	
0	28	114	203	320	491	675	749	824	967	
21	297	392	449	541	620	729	781	872	899	
84	140	235	283	365	449	512	727	856	968	
0	146	168	246	283	585	678	772	934	970	
40	190	203	324	353	579	661	782	879	967	
92	108	328	405	469	523	575	710	779	867	
0	98	390	428	550	649	740	775	867	943	
0	78	235	320	430	516	716	798	880	968	
0	28	140	261	384	428	621	674	740	789	
78	161	349	407	483	583	649	775	789	858	
0	62	270	469	580	649	706	799	852	970	
